id,left_idProduct,left_idSeller,left_idSellerProduct,left_brandSeller,left_nameSeller,left_descriptionSeller,right_idProduct,right_idSeller,right_idSellerProduct,right_brandSeller,right_nameSeller,right_descriptionSeller,label
1476,5416347,469,15382,,pralni stroj bosch wan24060by,tehnične podrobnosti zmogljivost pranja 7 kg energijski razred a 10 vrsta pralnega stroja polnjenje spredaj učinek pranja a učinek ožemanja b poraba električne energije 220 pranj 157 kwh letna poraba vode 9020 l hitrost ožemanja 1200 inverter motor parna tehnologija glasnost pranja 54 glasnost ožemanja 74 db upravljanje elektronsko zamik vklopa širina 60 cm višina 848 cm globina 59 cm letni strošek porabe energije 3504 eur letni strošek porabe energkg 501 eur globina 50 cm primeren alergike aquastop tehnologija garancija 2 leti opis izdelka pralni stroj ecosilence drive tiho delovanje odlična vzdržljivost lahko zanesete ecosilence drive izjemno energijsko učinkovito tiho delovanje zelo dolgo življenjsko dobo 10 let jamstva inverter motor varioperfect zahvaljujoč svobodni izbiri programskih opcij porabi 65 manj časa 50 manj energije glasnost 54 db74 db prijetno tiho pranje ožemanje enostavno upravljanje led zaslonom priročnim gumbom izbiro programov activewater dvostopenjsko avtomatiko odmerjanje količine perila varčuje vodo prihrani denar hitrejše bolj učinkovito pranje zaslugi popolne palete programov varioperfect zagotavlja vrhunske rezultate pranja tipov tkanin pranju varioperfect omogoča pomočjo funkcij speedperfect ecoperfect večini programov nastavite bolj hitro bolj učinkovito pranje prihranite 65 časa 50 energije pozabljeni kosi perila rešitev boscheva funkcija dodajanja perila boscheva funkcija dodajanja perila omogoča dodajanje perila zagonu programa pranja enostavno prekinite cikel pranja odprite vrata pralnega stroja dodajte pozabljeno perilo boben ponovno zaženite program popolno učinkovito avtomatsko pranjes tehnologijo activewater funkcija avtomatske prilagoditve perilu korakih zazna perila stroju močno umazano zagotovi porabi količina elektrike vode perilo potrebna nenehno avtomatsko prilagajanje perilu aparatih opremljeni tehnologijo upravljanja vode activewater zagotavlja bolj natančne rezultate večja stabilnost manj vibracij nova oblika stranic privlačna oči sistem zagotavlja večjo stabilnost omili vibracije izboljšana izolacija uravnava stopnjo hrupa poskrbi boscheva modela logixx avantixx zelo tiha ciklom ožemanja zakasnitev začetka programa večjo prilagodljivost 24urna zakasnitev začetka programa zagotavlja večjo prilagodljivost čas pričetka programa lahko nastavite vnaprej lahko povsem prepričani perilo oprano točno takrat 5 let garancije pralne sušilne pralnosušilne stroje 5 let garancije 2letne garancije proizvajalca 3 leta podaljšane garancije pogoj pridobitev podaljšane garancije nakupa pralnega sušilnega pralnosušilnega stroja bosch času 8 3 2018 8 7 2018 registracija aparata portalu mybosch roku 30 dni nakupa aparata opravljeni registraciji portalu mybosch potrebno natisniti garancijski certifikat skupaj računom osnova uveljavljanje podaljšane garancije,5416347,825,15066,bosch,pralni stroj bosch wan24060by,pralni stroj ecosilence drive™,1
3330,9367450,256,70020705,samsung,samsung pralni stroj add wash ww70m644opw,quickdrive™ skrajša čas pranja 50 porabo energije 20 zmanjšanja učinkovitosti pranja vgrajeni »qdrum™« sestavljen »osnovnega bobna plošče zadnji strani« vrtita neodvisno zagotavljata dinamično premikanje perila hitro učinkovito nežno pranje vrhunski dizajn pralnega stroja dodatno funkcijo add wash omogoča dodajanje pozabljenega perila dodatnega mehčalca dodatno izpiranje samim pranjem vgrajena kalibracija tehtanje perila posledično prilagajanje porabe vode ele energije,9367450,1353,121724,samsung,pralni stroj samsung ww70m644opwle q drive,inovativni pralni stroj ww70m644opwle quickdrive ™ tehnologijo opere 7 kg perila quickdrive™ skrajša čas pranja 50 porabo energije 20 zmanjšanja učinkovitosti pranja vgrajeni »qdrum™« sestavljen »osnovnega bobna p,1
6115,7557531,342,1037198,aeg,aeg pralni stroj l7fec41s,pralni stroj aeg l7fec49s ponaša energijskim razredom a zmogljivostjo pranja 10 kg perila odlikuje izjemno nežen boben napredna senzorika zagotavlja odlične rezultate pranja perila voljo ima 10 programov funkcij osvežitev oblačil paro,5647573,114,17214149,körting,pralni stroj körting wk6122,zmogljivost pranja 6 kilogramov a energijski razred centrifuga močjo 1200 obratov atributi ugodne cene prepričali nakup pralnega strojja körting wk6122 pralni stroj odlikuje visoka kakovost izdelave e,0
5105,5287108,1780,7541,,pralni stroj beko wmy71443lb2,pralni stroj beko wmy71443lb2 ponaša tehnologijo prosmart invertnega motorja poskrbi tišje delovanje visokoenergetsko učinkovitost boljšo učinkovitost pranja 10letno garancijo delovan,11026683,440,885578,electrolux,pralni stroj electrolux ew6s406w 38 cm 1k 6kg ew6s406w,,0
12312,10952777,526,2987810,gorenje,pralni stroj gorenje wei 843a,pralni stroj kapaciteto pranja 8 kg vrsta prikazovalnika led prikazovalnikprednastavitev začetka pranja startdelay posebni programi antialergijski avtomatski sportwash hitri 20 puh samočistilni program steriltub,4057702,98,pralnistrojboschwab24262by,,pralni stroj bosch wab24262by,,0
3456,9394507,114,18240213,electrolux,pralni stroj electrolux ewt1262ifw,pralni stroj polnjenjem zgoraj 40 cm glasnost 57 db76 db 1200 obrmin zmogljivost 6 kg gumb izbiro programa elektronsko upravljanje gumbi lcd prikazovalnik programov led indikatorji mehko odpiranje vrat bobna funkcija vodnega curka,9394507,862,617884,electrolux,ewt1262ifw electrolux,pralni stroj polnjenjem zgoraj 40cm energijski razred a učinek ožemanja b glasnost 57 db76 db 1200 obrmin zmogljivost 6 kg gumb izbiro programa elektronsko upravljanje gumbi lcd prikazovalnik programov led indikatorji notranjos,1
8818,4329159,1006,3958,bosch,pralni stroj bosch waw32640eu,,7804161,342,1048450,hoover,hoover pralni stroj dxoa 69ahc3,hooverjev pralni stroj dxoa 69ahc3 lahko povežete pametnim telefonom omogoča ustvarjanje dodajanje novih programov ima funkcijo zamika vklop pranja možnost hitrega pranja uvršča energijski razred a,0
10562,5698474,1392,5994,bosch,pralni stroj waw28740eu,energijska učinkovitost razred a pralni stroj 8 kg zmogljivosti hitrost vrt min največ 1400 sistem varioboben start časovni zamik osvežitev funkcija led zaslon program prikaz zaporedja časovni indikator preostalega časa indikacijo porabo električne energije glede izbiro programa samočistilni predal active voda plus programi možnosti active higienska čistoča občutljivih tkanini nizki temperaturi pranja alergije plus eco nežno svila ročno pranje hladno športno perilo izpiranje plus varioperfect prihranek časa energije volna ročno pranje avtomatska obremenitev led notranja osvetlitev aqua stop garancijo energetska učinkovitost razreda a širina 600 mm višina 845mm globina 590mm,10723395,98,pralnistrojelectroluxew6s427bi,,pralni stroj electrolux ew6s427bi,,0
8229,5703201,433,137845,,electrolux ewt 1066 esw,specifikacije pralni stroj zgornjim polnjenjem zmogljivost 6 kg največja hitrost ožemanja 1000 rpm lcd prikazovalnik poseben program svilena oblačila programi vklopizklop bombaž bombaž ekonomično sintetika občutljivo volna plus jeans izpiranje ožemanječrpanje spodnje perilo svila zavese odeja lahka športna oblačila 5 srajic 30 zamik vklopa mehko odpiranje vrat bobna samopozicioniranje položaja bobna koncu programa uravnotežen nadzor napolnjenega bobna tehnologija fuzzy logika prilagojena polnjenju podnožje 2 nastavljivi 2 fiksni nogici sistem prepečevanje izliva zmogljivost zmogljivost pranja kg 6 maksimalno število obratov minuto 1000 sistem motorja univerzalni prostornina bobna 42 učinek ožemanja c odstotek vlage maksimalnem ožemanju 60 glasnost pranju dba 57 glasnost ožemanju dba 74 vgradnja zunanje mere vxšxg mm 890x400x600 depth max mm 600 kolesa 2 nastavljivi 2 fiksni nogici varovalka a 10 energija razred energijske učinkovitosti a letna poraba el energije kwh 1500 letna poraba vode l 8990 priključna moč w 2200 frekvenca mhz 50 ostalo pnc 913 102 340 programi vklopizklop bombaž bombaž ekonomično sintetika občutljivo volna plus jeans izpiranje ožemanječrpanje spodnje perilo svila zavese odeja lahka športna oblačila 5 srajic 30 dolžina kabla m 165 moč 230 certifikat woolmark woolmark blue pnc koda 913102340 garancija 2 leti možnost podaljšanja garancije 5 let,6332065,98,pralnistrojsamsungww80k5410uwaddwash,,pralni stroj samsung ww80k5410uw add wash,pralni stroj samsung ww80k5410uw add wash šifra izdelka avt130795 ocena 5 podlagi 1 ocene starrate starrate starrate starrate starrate odprite inovativna vrata addwash™ hitro dodate,0
7953,10250713,1220,39153,gorenje,gorenje pralni stroj wei843b 8 kg,opis aparata polnitev pralni stroj 8 kg število obratov centrifuge 1400 obrmin energijski razred a inverter powerdrive motor energijski razred a barva izdelka črna učinkovitost inverter powerdrive motor boben waveactive število obratov centrifuge 1400 obrmin polnitev pralni stroj 8 kg prostornina bobna 54 l upravljanje vrsta prikazovalnika led prikazovalnik prednastavitev začetka pranja startdelay preprost vmesnik personalizirane nastavitve programe programi 16 programov osnovni programi bombaž mix sintetika volnaročno pranje posebni programi antialergijski avtomatski sportwash hitri 20 puh funkcije načini pranja normalcare ecocare timecare načini pranja značilnosti prijazen zvočni signal softsound samočistilni program steriltub stranske stranice stabletech elegantna vrata varnost trajnost otroška zaščita tehnični podatki ocenjena letna poraba vode 10309 l ocenjena letna poraba energije 185 kwh nivo hrupa pranja 53 db nivo hrupa ožemanja 74 db mere š×v×g 60 × 85 × 545 cm mere embaliranega izdelka š×v×g 64 × 91 × 627 cm neto teža 695 kg bruto teža 707 kg poraba stanju mirovanja 03 w priključna moč 2000 w nazivni tok varovalke 10 a šifra 732162 ean koda 3838782158568 navodila uporabo energijska nalepka,5331617,152,158793,bosch,bosch wab28222 waschmaschine,bosch wab28222 waschmaschine die waschmaschine mit varioperfect™ sie entscheiden sie lieber extraschnell oder extrasparsam waschen allergieplus ecarf qualitätssiegel speziell für d,0
9990,5452976,1230,4162,bosch,pralni stroj bosch wan24261by,pralni stroj bosch wan24261by 4 maxx ecosilence drive™ motorjem omogoča izjemno tiho delovanje dolgo življenjsko dobo velikim naborom programov varioperfect,8692339,107,66535,electrolux,electrolux pralni stroj ew6f448bu,prostostoječi pralni stroj electrolux ew6f448bu pralni stroj sprednjim polnjenjem ima zmogljivost pranja 8 kg perila energijskim razredom a zagotavlja nizko porabo energije vode letni ravni odlikuje sistem fuzzy logic omogoča prilagajanje porabe vode glede vrsto količino perila odlikuje učinkovito ožemanje posebnosti nizka energijska poraba pralni stroj ponaša energijskim razredom a letni ravni porabi 190 kwh 9999 l vode glasnost pralnega stroja 58 db pranju 78 db ožemanju enostavna uporaba pralni stroj upravljate pomočjo vrtljivega gumba tipkami izbirali dodatne nastavitve imeli popoln nadzor potekom programa možna nastavitev zamika vklopa učinkoviti programi voljo različni programi razlikujejo glede vrsto tkanine časovni okvir poseben program program pranje občutljivih tkanin svila volna manj umazano perilo osvežiti voljo hitri program varno delovanje cev preprečuje izliv vode primeru prišlo poškodbe dotočne cevi uporabniku omogočeno brezskrbno upravljanje varno delovanje stroja ključna značilnost tehnologija fuzzy logic tehnologija fuzzy logic deluje pomočjo senzorjev zaznajo količino perila prilagodijo program glede vrsto tkanine količino perila pranje optimizirano maksimalno posledično zmanjšala energetska poraba,0
3788,9634480,98,pralnistrojgorenjewp7237kgaplusplusplus1200omin,,pralni stroj gorenje wp723 7kg a 1200 omin,,9634480,338,766309,gorenje,gorenje wp723 pralni stroj,,1
9886,5416347,1844,wan24060by,,pralni stroj bosch wan24060by,pralni stroj ecosilence drive™ tiho delovanje odlična vzdržljivost lahko zanesete 10 let jamstva motor ecosilence drive™ izjemno energijsko učinkovito tiho delovanje zelo dolgo življenjsko dobo 10 let jamstva inverter motor varioperfect™ zahvaljujoč svobodni izbiri programskih opcij porabi 65 manj časa 50 manj energije glasnost 54 db74 db prijetno tiho pranje ožemanje enostavno upravljanje led zaslonom priročnim gumbom izbiro programov activewater™ dvostopenjsko avtomatiko odmerjanje količine perila varčuje vodo prihrani denar zmogljivost pranja 1 7 kg energijski razred a 10 10 varčnejši 157 kwhletno standardne vrednosti 174 kwhletno energijski razred a kategoriji 7 kg skladu delegirano uredbo komisije eu št 10612010 poraba energije 157 kwh letno ocena porabe temelji 220 standardnih ciklih pranja programu bombaž 60°c 40°c polni delni polnitvi načinu delovanja nizko porabo energije dejanska poraba energije odvisna načina uporabe aparata poraba energije standardnem programu bombaž 60°c polni polnitvi 085 kwh delni polnitvi 069 kwh standardnem programu bombaž 40°c delni polnitvi 051 kwh tehtana poraba energije izključen vključen 012 w 05 w,10225105,98,pralnistrojgorenjewe72s37kgaplusplusplus1200omin,,pralni stroj gorenje we72s3 7kg a 1200 omin,,0
2142,6872108,152,163866,bosch,bosch wan280eco waschmachine a 6kg,bosch wan280eco waschmachine a 6kg die waschmaschine mit ecosilence drive™ verlassen sie sich auf laufruhe und langlebigkeit ecosilence drive™ extrem energiesparend und leise im betrieb bei besonders hoher lebensdauer varioper,6872108,526,2809750,bosch,pralni stroj bosch wan 280 eco,pralni stroj bosch sprednjim polnjenjem ima kapaciteto 6 kg odlikujejo izredno tiho delovanje funkcija dodajanja perila zagonu programa pranja popolna zaščita prelivom program čiščenje bobna elegantna bela barva zunanjosti,1
338,11175909,107,70758,bosch,bosch pralni stroj waw326h0eu,letna poraba el energijeletna poraba električne energije temelji 220 standardnih ciklih pranjaletna poraba vodeletna poraba vode temelji 220 standardnih ciklih pranjaožemanjepodatek številu vrtljajev ožemanja pove hitrostjo obrača boben končanem pranju število vrtljajev 1600 vrtmin odvisno perilo koncu ožetoštevilčni zaslonzaslon izpisujejo številke zaslonu nastavite zamik vklopa največkrat prikazuje preostali čas pranja boben nežno pranje perilaboben oblikovan ima večje število manjših luknjic posebno obliko zagotavlja bolj nežno pranje perila preprečuje muckanje perilapopolno varovanje stroja izlitju vode aqua stoppopolno zaščito izlivom vode omogoča električni sistem stroja sestavljen električnih ventilov dotočni cevi senzorjem strojem nadzira izpust vode senzor dnu stroja zazna izlito vodo stroj samodejno ustavi stroja izčrpa vodo dotočni cevi pipi zapre dotok vode posebnostidodatni opis izdelka,11175909,825,21005,bosch,pralni stroj bosch waw326h0eu,,1
8783,4329159,825,13321,bosch,pralni stroj bosch waw32640eu,pralni stroj novo obliko inteligentnim samodejnim dozirnim sistemom,6482092,342,895840,beko,beko pralni stroj wtv9632x0,dodatni 10 popust promo kodo hisa10 velja 1952019 oz odprodaje zalogbeko wtv9632x0 pralni stroj ima zmogljivost 9 kg sodi energijski razred a ožemanju doseže 1200 obrmin izbirate lahko 15 programi pranja,0
9919,5452976,342,865299,bosch,bosch pralni stroj wan24261by,pralni stroj bosch wan24261by zmogljivostjo 7 kg sodi energijski razred a zaznamuje varioperfec tehnologija prihranek časa energije pohvali activewater avtomatiko odmerjanje količine perila,8803597,114,17955297,candy,pralni stroj candy bwm 149 ph7,pralni stroj ima inverter motor ima daljšo življenjsko dobo nov način upravljanja funkcijo zoom power jet lahko najboljše rezultate pranja dosežete 59 minutah vrstah tkanin edinstveni zaslon smart ring omogoča zdr,0
11753,9634483,1274,5b2c9702de3b66447e6b3697,gorenje,gorenje pralni stroj wei72s3,pralni stroj gorenje wei72s3 odličnim izkoristkom energije poskrbel oblačila hitro zanesljivo oprana boben waveactive občutljiva obdelava oblačil edinstven vzorec bobna obliki valov posebna 3d rebra obliki valov zmehčajo vlakna obdelava oblačil izjemno nežna perilo popolnoma čisto zelo malo gubami inverter powerdrive motor močan a tih motor tih a zelo učinkovit motor zasnovan dolgo življenjsko dobo pralnega stroja kjer energijo varčujete vsakič perete perilo autowash vedno pravi program odločiti program izbrati izberite autowash pralni stroj izbere najboljši program pranja perilo lahko sprostite oblačila brezhibno čista glede material preprost vmesnik koraki pripravljeni preprost vmesnik sredino postavljenim izbirnim gumbom omogoča začnete prati 3 preprostih korakih vklopite pralni stroj izberite program pritisnite start podmenijev izbiro dodatnih funkcij nastavitev a vseeno imate možnost izbirati nastavitve velikem vmesniku dotik zato lahko prepričani oblačila oprana allergycare posebna zaščita občutljivo kožo program antiallergy uporablja višjo temperaturo dodatno izpiranje zagotovo odpravi sledove detergenta tkanin alergeni lahko povzročili neprijetne občutke odstranjeni občutljiva koža zaščitena stabletech tresenja delovanjem povečana stabilnost znatno zmanjšanje vibracij stranskih spodnjih panelov stabletech pomeni znatno zmanjšano raven hrupa najvišjih vrtljajih ožemanja steriltub vedno prijetno dišeče perilo pranje pralnim praškom nižjih temperaturah lahko vodi idealnih pogojev razvoj bakterij lahko povzroči neprijeten vonj perila steriltub odstrani morebitne bakterije notranjosti stroja zagotovi perilo vedno sveže elegantna vrata popolna vrata velika vrata izdelana samega kosa umetne mase vijakov zagotavljajo stabilnost preprečujejo nadležno škripanje cviljenje odprejo celih 180 stopinj zato polnjenje praznjenje bobna zelo enostavno lahko načini pranja popolna prilagoditev potrebam pranje tehnologija zagotavlja pranje vrst tkanin najboljši možni način optimalno kombinacijo temperature količine vode časa cikla pranja hitrosti ožemanja nastavitve mogoče dodatno prilagoditi različnim načinom pranja omogoča najdete pravo kombinacijo trenutne potrebe childlock varno radovedne otroke pranjem vrata ostanejo zaklenjena preprečuje najbolj vedoželjen otrok odprl dodatno zaščito lahko čelno ploščo zaklenete pritiskom posebno kombinacijo tipk nastavitev mogoče nenamerno spreminjati,4329156,1353,91556,bosch,bosch pralni stroj waw24460eu,moč poraba zmogljivost pranja 1 9 kg energijski razred a lestvici energijskih razredov a d 30 varčnejši 152 kwh letno standardne vrednosti 196 kwh letno energijski razred a kat,0
2296,7417214,433,138414,,aeg l 7fee49,specifikacije zamik vklopa sistem uravnoteženje bobna indikator predoziranje pralnega sredstva tehnologija fuzzy logic prilagajanje programa količini perila varovalo otroke protipoplavna zaščita aqua control senzorjem možnost stainplus predhodno zmešano sredstvo odstranjevanje madežev vstopi boben poveča učinkovitost sredstva odstranjevanje madežev lažje odstraniti določene madeže nizkih temperaturah kratkimi cikli pranja funkcija plussteam aktivirajte funkcijo plussteam zaključite cikel nežno paro zmanjšuje zmečkanost oblačil programi bombaž sintetika občutljivo volna plus osvežujoča para antialergijski hitri 30 min 3 kg outdoor jacket sport odeja jeans zmogljivost zmogljivost pranja kg 9 maksimalno število obratov minuto 1400 sistem motorja permanenti magnet prostornina bobna 69 učinek ožemanja b odstotek vlage maksimalnem ožemanju 52 glasnost pranju dba 51 glasnost ožemanju dba 75 poraba energije pranju bombaža 60 stopinj 081 trajanje standardnega programa bombaž 60 stopinj c polni obremenitvi min 291 vgradnja zunanje mere vxšxg mm 850x600x605 depth max mm 660 kolesa 4 nastavljive nogice varovalka a 10 energija razred energijske učinkovitosti a 30 letna poraba el energije kwh 1520 letna poraba vode l 10999 priključna moč w 2200 frekvenca mhz 50 ostalo pnc 914 550 418 programi bombaž sintetika občutljivo volna plus osvežujoča para antialergijski hitri 30 min 3 kg outdoor jacket sport odeja jeans poraba vode programu bombaž60 l 54 dolžina kabla m 18 moč 230 certifikat woolmark woolmark blue det dispenser compartments no 4 pnc koda 914550418 garancija 2 leti možnost podaljšanja 5 let,7417214,862,605827,aeg,l7fee49s pralni stroj aeg,pralni stroj parno funkcijo prosteam® energijski razred a učinek ožemanja b glasnost 51 db75 db eko invertni motor 1400 obrmin zmogljivost 9 kg gumb izbiro programa elektronsko upravljanje gumbi lcd prikazovalnik programov,1
11093,8083613,1353,91205,bosch,bosch pralni stroj wiw28540eu,moč poraba zmogljivost pranja 1 8 kg energijski razred a lestvici energijskih razredov a d poraba energije 137 kwh letno ocena porabe temelji 220 standardnih ciklih pranja programu,9592572,433,141323,,gorenje wa 744,tehnične značilnosti energijski razred a10 porabi 40 manj energije primerjavi energijskim razredom a barva izdelka bela inverter powerdrive motor boben waveactive število obratov centrifuge 1400 obrmin polnitev pralni stroj 17 kg prostornina bobna 54 l vrsta prikazovalnika led prikazovalnik prednastavitev začetka pranja startdelay hladno pranje 15 stopinj c preprost vmesnik ecoeye personalizirane nastavitve programe 14 programov osnovni programi bombaž mix sintetika volnaročno pranje posebni programi antialergijski avtomatski sportwash hitri 59minutni hitri 20minutni puh nastavitev temperature načini pranja normalcare ecocare timecare načini pranja prijazen zvočni signal softsound samočistilni program steriltub stranske stranice stabletech doseaid elegantna vrata otroška zaščita ocenjena letna poraba vode 9334 l ocenjena letna poraba energije 154 kwh nivo hrupa pranja 52 db nivo hrupa ožemanja 73 db mere š×v×g 60 × 85 × 545 cm mere embaliranega izdelka š×v×g 64 × 92 × 627 cm neto teža 685 kg bruto teža 697 kg poraba stanju mirovanja 03 w priključna moč 2000 w nazivni tok varovalke 10 a garancija 5 let,0
11273,9592572,107,66365,gorenje,gorenje pralni stroj wa744 729402 waveactive,prostostoječi pralni stroj gorenje wa744 729402 waveactive pralni stroj sprednjim polnjenjem ima zmogljivost pranja 8 kg perila energijskim razredom a zagotavlja nizko porabo energije vode letni ravni odlikuje boben nežno pranje perila ima učinkovito ožemanje tih invertni elektromotor posebnosti nizka energijska poraba pralni stroj ponaša energijskim razredom a letni ravni porabi 155 kwh 9334 l vode glasnost pralnega stroja 52 db pranju 73 db ožemanju enostavna uporaba pralni stroj upravljate elektronsko zaslon občutljiv dotik omogoča prikaz preostalega časa imeli popoln nadzor potekom programa možna nastavitev zamika vklopa ima stroj zvočni signal opozarja nepravilnosti učinkoviti programi voljo različni programi razlikujejo glede vrsto tkanine časovni okvir poseben program program nežno pranje perila primeren občutljive tkanine volna manj umazano perilo osvežiti voljo hitri program tih invertni elektromotor invertni elektromotor omogoča tiho delovanje nima vgrajenih krtačk povzročajo piskajoč zvok motorja pralnega stroja potrebuje vzdrževanja krtačke izrabiti nima,8698042,433,143514,,electrolux ew 6f428 w,,0
5030,5287108,440,891244,,beko pralni stroj wmy71443lb2,pralni stroj beko lahko pohvali tehnologijo invertnega motorja ponuja visokoenergetsko učinkovitost tišje delovanje boljšo učinkovitost pranja 10letno garancijo delovanje naprednimi programi pranja program higieno,4207503,440,891245,,beko pralni stroj wmy61483mb3,pralni stroj wmy61483mb3 16 pralnih programov 3 dodatnih funkcij delovanja energijskem razredu a ponuja tiho varčno delovanje omogoča vgrajeni inverter prosmart motor bldc inverter motor varčnejši tišji vzd,0
9657,4470160,114,16999306,bosch,pralni stroj bosch way32891eu,pralni stroj novo obliko inteligentnim samodejnim dozirnim sistemom precizno doziranje prihrani vodo detergent idos popolni rezultati pranja minimalno porabo maksimalnim udobjem ecosilence drive izjemno energijsko učinkovito tiho,4792813,292,200149,bosch,pralni stroj bosch wab24166sn,pralni stroj bosch activewater™ dvostopenjsko avtomatiko odmerjanje količine perila varčuje vodo prihrani denar program allergyplus razvit alergike speedperfect optimalnih rezultatov pranja 40 krajšem času garancija 2 leti,0
11226,9021105,1220,34652,bosch,bosch pralni stroj wan28290by,moč poraba zmogljivost pranja 1 8 kg energijski razred a lestvici energijskih razredov a d 10 varčnejši 176 kwh letno standardne vrednosti 196 kwh letno energijski razred a kategoriji 8 kg skladu delegirano uredbo komisije eu št 10612010 poraba energije 176 kwh letno ocena porabe temelji 220 standardnih ciklih pranja programu bombaž 60°c 40°c polni delni polnitvi načinu delovanja nizko porabo energije dejanska poraba energije odvisna načina uporabe aparata poraba energije standardnem programu bombaž 60°c polni polnitvi 094 kwh delni polnitvi 078 kwh standardnem programu bombaž 40°c delni polnitvi 056 kwh tehtana poraba energije izključen vključen 012 w 05 w poraba vode 9900 litrov letno ocena porabe temelji 220 standardnih ciklih pranja programih bombaž 60°c 40°c polni delni polnitvi razred učinkovitosti ožemanja b najvišja hitrost ožemanja 1400 omin preostala vlaga 53 navedba programa bombaž 60°c eco bombaž eco 40°c standardna programa pranja nanašajo podatki energijski nalepki podatkovni kartici programa primerna pranje običajno umazanega bombažnega perila najbolj učinkovita programa glede kombinirano porabo energije vode trajanje standardnega programa bombaž 60°c polni polnitvi 200 min delni polnitvi 200 min standardnem programu bombaž 40°c delni polnitvi 200 min glasnost standardnem programu bombaž 60°c polni polnitvi 54 db a re 1pw glasnost ožemanja standardnem programu bombaž 60°c polni polnitvi 76 db a re 1pw volumen bobna 55 l programi posebni programi srajcebluze hitromešano alergije plus ekstra kratek 3015 čiščenje bobna opomnikom izpiranjeožemanjeizčrpati finosvila funkcije varioperfect časovno energijsko optimirani programi odličnimi rezultati pranja touchcontrol tipke enostavno likanje končano temperatura startpavza dodajanje perila ecoperfect speedperfect povišan nivo vode dodatnim izpiranjem vrtljaji ožemanjaizklop ožemanja udobje varnost funkcija dodajanja perila funkcija dodajanja perila omogoča dodajanje perila zagonu programa pranja aquastop garancijo velik zaslon prikaz temperature števila vrtljajev ožemanja preostalega časa 24 časovnega zamika priporočene obremenitve popolnoma elektronsko upravljanje kovinskim gumbom programe pranja posebne programe 3daquasparsistem količinska avtomatika ecosilence drive tiho delovanje motorja zelo dolgo življenjsko dobo antivibration design tišji stabilnejši stroj kontrola neuravnoteženosti stroja zvočni signal koncu programa zaklepanje nastavitev otroci vstavek tekoči detergent zvočno izoliran aparat 30 cm odprtina vrat odpiranja 180 ° kovinska kljuka vratih udobno zaklepanje tehnične informacije možnost podvgradnje dimenzije aparata x š x g 848 x 598 x 55 cm,9445496,338,789873,samsung,samsung ww90m741noale pralni stroj,,0
11536,9641705,1179,3798,gorenje,pralni stroj gorenje wa866,energijski razred a barva izdelka bela inerter power drive motor boben wave active število obratov centrifuge 1600 obratovminuto polnitev pralni stroj 8kg prostornina bobna 54l vrs,10723395,1006,5844,electrolux,pralni stroj electrolux ew6s427bi,,0
11573,9662396,338,755042,electrolux,electrolux ew7f248s pralni stroj,,5287108,433,137764,,beko wmy 71443 lb2,lastnosti kapaciteta 7 kg maksimalna hitrost ožemanja 1400 obrmin razdelek hitrosti ožemanja 140012001000800600400 vrsta motorja invertni prosmart motor bldc število programov 16 programi eko bombaž bombaž sintetična oblačila volnena oblačila ročno pranje otroška oblačila temna oblačila ožemanječrpanje izpiranje program osvežitev aqua 40 stopinj c 40minut nežna nega hladna nega 20 stopinj c posebno hiter program dnevni hitri program samodejni program pomožne funkcije predpranje hitro pranje dodatno izpiranje nočni način kontrolni sistem elektronski led zaslon zamik pričetka delovanja 024h tip stranske stene oblika visokotehnološki grelnik pokazatelj preostalega časa pranja tipka izbiro temperature velikost vrat velika 34 cm odpiranja vrat 170 stopinj sistem samodejno prilagajanje vode material bobna nerjaveče jeklo barva bela varnost zaščita izlivanju vode vrsta zaščite over flow zaklepanje tipk poraba energetski razred a razred učinkovitosti ožemanja b letna poraba vode awc 9020 l letna poraba električne energije aec 171 kwh glasnost delovanja pranjeožemanje 5073 db a mere dimenzije aparata vxšxg 840x600x540 mm garancija 5 let,0
9470,4405446,862,571699,bosch,wat28460by pralni stroj bosch,ecosilence drive motor,3098520,338,398956,gorenje,gorenje w9845i pralni stroj,,0
11899,9445465,1780,6702,,pralni stroj gorenje wp60s3,boben waveactive edinstven vzorec bobna obliki valov posebna,5287108,342,820541,beko,beko pralni stroj wmy71443lb2,pralni stroj beko wmy71443lb2 zmogljivostjo 7 kg uvršča energijski razred a voljo 16 programov pranja odločite lahko zamik vklopa odlikuje prosmart invertni motor zagotavlja tiho zmogljivo delovanje,0
